trial_id,source,unq_drugs,atc,atc_new,drug_name,correct_name,dose,n,arm_n,arm_n_attr
NCT00918879,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,213,107,6
NCT00918879,agg,2,placebo,placebo,placebo,NA,NA,213,106,6
NCT00935532,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,427,212,11
NCT00935532,agg,2,A10BJ01,A10BJ01,exenatide,NA,2,427,215,22
NCT00954447,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,1261,631,88
NCT00954447,ipd,2,placebo,placebo,placebo,NA,NA,1261,630,110
NCT00957060,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,400,200,179
NCT00957060,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,400,200,179
NCT00960076,agg,2,A10BA02,A10BA02,metformin,NA,1000,282,144,25
NCT00960076,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,282,138,8
NCT00960661,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,637,321,46
NCT00960661,agg,2,A10BJ01,A10BJ01,exenatide,NA,10,637,316,52
NCT00968812,ipd,2,A10BB12,A10BB12,glimepiride,NA,NA,1450,482,168
NCT00968812,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,1450,483,140
NCT00968812,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,1450,485,162
NCT00974090,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,194,96,1
NCT00974090,agg,2,placebo,placebo,placebo,NA,NA,194,98,3
NCT00975286,ipd,2,A10BJ03,A10BJ03,lixisenatide,NA,20,446,223,12
NCT00975286,ipd,2,placebo,placebo,placebo,NA,NA,446,223,29
NCT00976391,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,566,281,39
NCT00976391,ipd,2,A10BJ04,A10BJ04,albiglutide,NA,30,566,285,42
NCT00976937,ipd,2,A10BH01,A10BH01,sitagliptin,NA,100,319,161,11
NCT00976937,ipd,2,A10BJ03,A10BJ03,lixisenatide,NA,20,319,158,16
NCT00984867,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,451,225,17
NCT00984867,agg,2,placebo,placebo,placebo,NA,NA,451,226,23
NCT00996658,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,NA,NA,NA
NCT00996658,ipd,2,placebo,placebo,placebo,NA,NA,278,92,16
NCT00998881,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,203,99,2
NCT00998881,agg,2,placebo,placebo,placebo,NA,NA,203,104,8
NCT01003184,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,222,111,12
NCT01003184,agg,2,A10BJ01,A10BJ01,exenatide,NA,2,222,111,19
NCT01006590,agg,2,A10BA02,A10BA02,metformin,NA,500,286,139,32
NCT01006590,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,286,147,28
NCT01006603,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,720,360,75
NCT01006603,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,720,360,71
NCT01023581,ipd,3,A10BA02,A10BA02,metformin,NA,1000,559,111,16
NCT01023581,ipd,3,A10BA02,A10BA02,metformin,NA,500,559,114,20
NCT01023581,ipd,3,A10BH04,A10BH04,alogliptin,NA,12.5,559,113,42
NCT01023581,ipd,3,A10BH04,A10BH04,alogliptin,NA,25,559,112,23
NCT01023581,ipd,3,placebo,placebo,placebo,NA,NA,559,109,35
NCT01026194,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,204,103,5
NCT01026194,agg,2,placebo,placebo,placebo,NA,NA,204,101,3
NCT01028391,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,317,164,14
NCT01028391,agg,2,placebo,placebo,placebo,NA,NA,317,153,11
NCT01029886,agg,2,A10BJ01,A10BJ01,exenatide,NA,2,912,461,61
NCT01029886,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,912,451,60
NCT01031680,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,922,460,57
NCT01031680,agg,2,placebo,placebo,placebo,NA,NA,922,462,58
NCT01042977,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,965,482,41
NCT01042977,agg,2,placebo,placebo,placebo,NA,NA,965,483,55
NCT01046110,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,458,229,55
NCT01046110,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,458,229,55
NCT01057628,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,129,62,4
NCT01057628,agg,2,placebo,placebo,placebo,NA,NA,129,67,10
NCT01064414,agg,2,A10BK02,A10BK02,canagliflozin,NA,100,269,90,15
NCT01064414,agg,2,A10BK02,A10BK02,canagliflozin,NA,300,269,89,7
NCT01064414,agg,2,placebo,placebo,placebo,NA,NA,269,90,13
NCT01064687,ipd,3,A10BJ01,A10BJ01,exenatide,NA,10,978,278,41
NCT01064687,ipd,3,A10BJ05,A10BJ05,dulaglutide,NA,0.75,978,280,26
NCT01064687,ipd,3,A10BJ05,A10BJ05,dulaglutide,NA,1.5,978,279,34
NCT01064687,ipd,3,placebo,placebo,placebo,NA,NA,978,141,17
NCT01075282,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,810,265,27
NCT01075282,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,810,272,29
NCT01075282,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,810,273,31
NCT01076075,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,427,213,41
NCT01076075,agg,2,placebo,placebo,placebo,NA,NA,427,214,47
NCT01076088,agg,3,A10BA02,A10BA02,metformin,NA,500,497,126,17
NCT01076088,agg,3,A10BA02,A10BA02,metformin,NA,850,497,124,15
NCT01076088,agg,3,A10BH01,A10BH01,sitagliptin,NA,100,497,120,16
NCT01076088,agg,3,placebo,placebo,placebo,NA,NA,497,127,23
NCT01081834,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,584,195,23
NCT01081834,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,584,197,22
NCT01081834,ipd,2,placebo,placebo,placebo,NA,NA,584,192,32
NCT01084005,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,241,162,16
NCT01084005,ipd,2,placebo,placebo,placebo,NA,NA,241,79,5
NCT01087502,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,241,118,8
NCT01087502,ipd,2,placebo,placebo,placebo,NA,NA,241,123,9
NCT01095653,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,393,133,16
NCT01095653,agg,2,A10BK01,A10BK01,dapagliflozin,NA,5,393,128,15
NCT01095653,agg,2,placebo,placebo,placebo,NA,NA,393,132,19
NCT01095666,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,444,152,7
NCT01095666,agg,2,A10BK01,A10BK01,dapagliflozin,NA,5,444,147,11
NCT01095666,agg,2,placebo,placebo,placebo,NA,NA,444,145,17
NCT01098539,ipd,2,A10BH01,A10BH01,sitagliptin,NA,100,495,246,68
NCT01098539,ipd,2,A10BJ04,A10BJ04,albiglutide,NA,30,495,249,51
NCT01099137,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,344,172,20
NCT01099137,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,344,172,15
NCT01106625,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,469,157,28
NCT01106625,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,469,156,33
NCT01106625,ipd,2,placebo,placebo,placebo,NA,NA,469,156,27
NCT01106651,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,714,241,57
NCT01106651,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,714,236,58
NCT01106651,ipd,2,placebo,placebo,placebo,NA,NA,714,237,79
NCT01106677,ipd,3,A10BH01,A10BH01,sitagliptin,NA,100,1284,366,47
NCT01106677,ipd,3,A10BK02,A10BK02,canagliflozin,NA,100,1284,368,46
NCT01106677,ipd,3,A10BK02,A10BK02,canagliflozin,NA,300,1284,367,44
NCT01106677,ipd,3,placebo,placebo,placebo,NA,NA,1284,183,28
NCT01106690,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,342,113,9
NCT01106690,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,342,114,13
NCT01106690,ipd,2,placebo,placebo,placebo,NA,NA,342,115,24
NCT01117350,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,978,489,42
NCT01117350,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,978,489,75
NCT01126580,ipd,2,A10BA02,A10BA02,metformin,NA,750,807,268,55
NCT01126580,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,807,270,52
NCT01126580,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,807,269,49
NCT01128153,agg,2,A10BH03,A10BH03,saxagliptin,NA,5,257,129,16
NCT01128153,agg,2,placebo,placebo,placebo,NA,NA,257,128,15
NCT01128894,ipd,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,812,408,68
NCT01128894,ipd,2,A10BJ04,A10BJ04,albiglutide,NA,50,812,404,58
NCT01137474,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,613,302,21
NCT01137474,agg,2,placebo,placebo,placebo,NA,NA,613,311,24
NCT01137812,ipd,2,A10BH01,A10BH01,sitagliptin,NA,100,755,378,168
NCT01137812,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,755,377,123
NCT01147627,agg,3,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,416,138,24
NCT01147627,agg,3,A10BG03,A10BG03,pioglitazone,NA,NA,416,136,18
NCT01147627,agg,3,A10BJ01,A10BJ01,exenatide,NA,10,416,142,32
NCT01159600,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,4364,875,63
NCT01159600,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,4364,875,63
NCT01159600,ipd,2,placebo,placebo,placebo,NA,NA,4364,432,45
NCT01164501,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,741,98,10
NCT01164501,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,741,322,42
NCT01164501,ipd,2,placebo,placebo,placebo,NA,NA,741,321,43
NCT01167881,ipd,2,A10BB12,A10BB12,glimepiride,NA,NA,1549,780,191
NCT01167881,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,1549,769,159
NCT01169779,ipd,2,A10BJ03,A10BJ03,lixisenatide,NA,20,391,196,17
NCT01169779,ipd,2,placebo,placebo,placebo,NA,NA,391,195,11
NCT01177384,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,381,191,14
NCT01177384,agg,2,placebo,placebo,placebo,NA,NA,381,190,26
NCT01177813,ipd,3,A10BH01,A10BH01,sitagliptin,NA,100,899,223,17
NCT01177813,ipd,3,A10BK03,A10BK03,empagliflozin,NA,10,899,224,18
NCT01177813,ipd,3,A10BK03,A10BK03,empagliflozin,NA,25,899,224,20
NCT01177813,ipd,3,placebo,placebo,placebo,NA,NA,899,228,41
NCT01183013,agg,2,A10BG03,A10BG03,pioglitazone,NA,NA,1362,409,125
NCT01183013,agg,2,A10BH05,A10BH05,linagliptin,NA,5,1362,135,30
NCT01183104,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,305,152,41
NCT01183104,agg,2,A10BH01,A10BH01,sitagliptin,NA,50,305,153,34
NCT01189890,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,480,239,39
NCT01189890,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,480,241,37
NCT01191268,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,884,296,52
NCT01191268,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,884,293,55
NCT01191268,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,884,295,58
NCT01194830,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,234,110,27
NCT01194830,ipd,2,placebo,placebo,placebo,NA,NA,234,124,36
NCT01195662,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,449,225,14
NCT01195662,agg,2,placebo,placebo,placebo,NA,NA,449,224,22
NCT01210001,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,499,165,11
NCT01210001,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,499,168,12
NCT01210001,ipd,2,placebo,placebo,placebo,NA,NA,499,166,19
NCT01214239,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,299,200,18
NCT01214239,ipd,2,placebo,placebo,placebo,NA,NA,299,99,12
NCT01215097,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,305,205,14
NCT01215097,ipd,2,placebo,placebo,placebo,NA,NA,305,100,12
NCT01217892,ipd,2,A10BK01,A10BK01,dapagliflozin,NA,10,400,99,9
NCT01217892,ipd,2,A10BK01,A10BK01,dapagliflozin,NA,2.5,400,100,7
NCT01217892,ipd,2,A10BK01,A10BK01,dapagliflozin,NA,5,400,100,6
NCT01217892,ipd,2,placebo,placebo,placebo,NA,NA,400,101,8
NCT01224366,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,449,228,20
NCT01224366,agg,2,placebo,placebo,placebo,NA,NA,449,221,30
NCT01225081,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,151,97,8
NCT01225081,agg,2,placebo,placebo,placebo,NA,NA,151,54,10
NCT01242215,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,242,166,11
NCT01242215,agg,2,placebo,placebo,placebo,NA,NA,242,77,20
NCT01272232,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,846,211,47
NCT01272232,agg,2,A10BJ02,A10BJ02,liraglutide,NA,3,846,423,99
NCT01272232,agg,2,placebo,placebo,placebo,NA,NA,846,212,72
NCT01289119,ipd,2,A10BH04,A10BH04,alogliptin,NA,25,506,92,9
NCT01289119,ipd,2,A10BH04,A10BH04,alogliptin,NA,25,506,99,6
NCT01289119,ipd,2,placebo,placebo,placebo,NA,NA,506,63,5
NCT01289119,ipd,2,placebo,placebo,placebo,NA,NA,506,93,9
NCT01289119,ipd,2,placebo,placebo,placebo,NA,NA,506,98,9
NCT01294423,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,261,88,9
NCT01294423,agg,2,A10BK01,A10BK01,dapagliflozin,NA,5,261,86,5
NCT01294423,agg,2,placebo,placebo,placebo,NA,NA,261,87,8
NCT01296412,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,653,326,51
NCT01296412,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.2,653,327,70
NCT01306214,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,566,187,28
NCT01306214,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,566,190,22
NCT01306214,ipd,2,placebo,placebo,placebo,NA,NA,566,189,28
NCT01316094,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,165,119,12
NCT01316094,agg,2,placebo,placebo,placebo,NA,NA,165,46,4
NCT01336023,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,1663,414,48
NCT01336023,agg,2,A10BJ02,A10BJ02,liraglutide,NA,0.36,1663,834,98
NCT01336023,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,1663,415,73
NCT01341717,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,440,221,16
NCT01341717,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,440,219,6
NCT01357252,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,279,143,9
NCT01357252,agg,2,placebo,placebo,placebo,NA,NA,279,136,10
NCT01370005,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,825,276,11
NCT01370005,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,825,277,11
NCT01370005,ipd,2,placebo,placebo,placebo,NA,NA,825,272,16
NCT01381900,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,676,223,9
NCT01381900,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,676,227,12
NCT01381900,ipd,2,placebo,placebo,placebo,NA,NA,676,226,9
NCT01388361,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,177,89,14
NCT01388361,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.2,177,88,12
NCT01392573,agg,2,A10BJ02,A10BJ02,liraglutide,NA,0.6,413,207,32
NCT01392573,agg,2,placebo,placebo,placebo,NA,NA,413,206,35
NCT01392677,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,218,109,8
NCT01392677,agg,2,placebo,placebo,placebo,NA,NA,218,109,8
NCT01406717,agg,2,A10BJ01,A10BJ01,exenatide,NA,10,360,180,43
NCT01406717,agg,2,placebo,placebo,placebo,NA,NA,360,180,31
NCT01413204,agg,2,A10BK02,A10BK02,canagliflozin,NA,100,272,90,6
NCT01413204,agg,2,A10BK02,A10BK02,canagliflozin,NA,200,272,89,6
NCT01413204,agg,2,placebo,placebo,placebo,NA,NA,272,93,19
NCT01422876,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,1636,132,7
NCT01422876,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,1636,135,10
NCT01422876,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,1636,550,26
NCT01422876,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,1636,134,6
NCT01422876,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,1636,550,26
NCT01422876,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,1636,135,7
NCT01438814,ipd,2,A10BA02,A10BA02,metformin,NA,500,689,345,14
NCT01438814,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,689,344,14
NCT01462266,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,660,330,35
NCT01462266,agg,2,placebo,placebo,placebo,NA,NA,660,330,27
NCT01497522,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,139,69,2
NCT01497522,agg,2,placebo,placebo,placebo,NA,NA,139,70,4
NCT01505426,agg,2,A10BK_05,A10BK05,ipragliflozin,NA,50,170,87,13
NCT01505426,agg,2,placebo,placebo,placebo,NA,NA,170,83,14
NCT01512108,agg,2,A10B,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",NA,NA,363,120,9
NCT01512108,agg,2,A10BJ02,A10BJ02,liraglutide,NA,0.9,363,243,22
NCT01517321,agg,2,A10BH01,A10BH01,sitagliptin,NA,50,155,75,3
NCT01517321,agg,2,placebo,placebo,placebo,NA,NA,155,80,2
NCT01541956,agg,2,A10BA02,A10BA02,metformin,NA,500,2985,484,33
NCT01541956,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,2985,2501,118
NCT01558271,ipd,3,A10BJ02,A10BJ02,liraglutide,NA,0.9,492,141,17
NCT01558271,ipd,3,A10BJ05,A10BJ05,dulaglutide,NA,0.75,492,281,18
NCT01558271,ipd,3,placebo,placebo,placebo,NA,NA,492,70,11
NCT01572740,agg,2,A10BJ02,A10BJ02,liraglutide,NA,0.9,257,127,6
NCT01572740,agg,2,placebo,placebo,placebo,NA,NA,257,130,5
NCT01582230,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,293,146,7
NCT01582230,agg,2,placebo,placebo,placebo,NA,NA,293,147,10
NCT01584232,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,361,180,3
NCT01584232,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,361,181,8
NCT01590771,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,498,249,19
NCT01590771,agg,2,placebo,placebo,placebo,NA,NA,498,249,39
NCT01590797,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,467,234,17
NCT01590797,agg,2,placebo,placebo,placebo,NA,NA,467,233,16
NCT01601990,agg,2,A10BH06,A10BH06,gemigliptin,NA,50,174,87,4
NCT01601990,agg,2,placebo,placebo,placebo,NA,NA,174,87,3
NCT01602003,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,404,133,21
NCT01602003,agg,2,A10BH06,A10BH06,gemigliptin,NA,25,404,136,14
NCT01602003,agg,2,A10BH06,A10BH06,gemigliptin,NA,50,404,135,17
NCT01606007,ipd,2,A10BH03,A10BH03,saxagliptin,NA,5,355,176,15
NCT01606007,ipd,2,A10BK01,A10BK01,dapagliflozin,NA,10,355,179,19
NCT01617434,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,451,226,35
NCT01617434,agg,2,placebo,placebo,placebo,NA,NA,451,225,51
NCT01619059,ipd,2,A10BH03,A10BH03,saxagliptin,NA,5,315,153,11
NCT01619059,ipd,2,placebo,placebo,placebo,NA,NA,315,162,6
NCT01620489,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,279,140,35
NCT01620489,agg,2,placebo,placebo,placebo,NA,NA,279,139,34
NCT01621178,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,577,194,31
NCT01621178,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,577,190,30
NCT01621178,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,577,193,36
NCT01624259,ipd,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,599,300,31
NCT01624259,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,599,299,30
NCT01632007,ipd,3,A10BH04,A10BH04,alogliptin,NA,25,245,92,NA
NCT01632007,ipd,3,A10BH__07,A10BH07,evogliptin,NA,100,245,102,NA
NCT01632007,ipd,3,placebo,placebo,placebo,NA,NA,245,51,NA
NCT01632163,ipd,2,A10BJ03,A10BJ03,lixisenatide,NA,20,251,122,NA
NCT01632163,ipd,2,placebo,placebo,placebo,NA,NA,251,129,NA
NCT01644500,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,737,245,15
NCT01644500,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,737,248,24
NCT01644500,agg,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,737,244,22
NCT01646320,agg,2,A10BK01,A10BK01,dapagliflozin,NA,10,320,160,12
NCT01646320,agg,2,placebo,placebo,placebo,NA,NA,320,160,7
NCT01648582,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,774,259,32
NCT01648582,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,0.75,774,257,38
NCT01648582,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,774,258,32
NCT01652729,agg,3,A10BH01,A10BH01,sitagliptin,NA,100,365,122,13
NCT01652729,agg,3,A10BJ01,A10BJ01,exenatide,NA,2,365,182,27
NCT01652729,agg,3,placebo,placebo,placebo,NA,NA,365,61,14
NCT01676116,agg,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,438,292,16
NCT01676116,agg,2,A10BJ02,A10BJ02,liraglutide,NA,41,438,146,29
NCT01682759,agg,2,A10BB12,A10BB12,glimepiride,NA,NA,751,375,70
NCT01682759,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,751,376,69
NCT01697592,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,2925,389,9
NCT01697592,agg,2,placebo,placebo,placebo,NA,NA,2925,196,5
NCT01698775,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,213,107,9
NCT01698775,agg,2,placebo,placebo,placebo,NA,NA,213,106,9
NCT01703221,agg,3,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,414,166,7
NCT01703221,agg,3,A10BH01,A10BH01,sitagliptin,NA,50,414,165,4
NCT01703221,agg,3,placebo,placebo,placebo,NA,NA,414,83,3
NCT01704261,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,307,154,13
NCT01704261,agg,2,placebo,placebo,placebo,NA,NA,307,153,15
NCT01708902,ipd,2,A10BA02,A10BA02,metformin,NA,1000,436,144,17
NCT01708902,ipd,2,A10BA02,A10BA02,metformin,NA,500,436,145,8
NCT01708902,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,436,147,17
NCT01717313,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,329,165,18
NCT01717313,agg,2,placebo,placebo,placebo,NA,NA,329,164,13
NCT01719003,ipd,2,A10BA02,A10BA02,metformin,NA,1000,680,170,20
NCT01719003,ipd,2,A10BA02,A10BA02,metformin,NA,500,680,171,20
NCT01719003,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,680,172,12
NCT01719003,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,680,167,17
NCT01733758,ipd,3,A10BJ02,A10BJ02,liraglutide,NA,0.9,490,103,8
NCT01733758,ipd,3,A10BJ04,A10BJ04,albiglutide,NA,30,490,160,12
NCT01733758,ipd,3,A10BJ04,A10BJ04,albiglutide,NA,50,490,150,15
NCT01733758,ipd,3,placebo,placebo,placebo,NA,NA,490,77,15
NCT01734785,ipd,2,A10BK03,A10BK03,empagliflozin,NA,10,333,112,9
NCT01734785,ipd,2,A10BK03,A10BK03,empagliflozin,NA,25,333,111,5
NCT01734785,ipd,2,placebo,placebo,placebo,NA,NA,333,110,5
NCT01755156,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,402,201,17
NCT01755156,agg,2,placebo,placebo,placebo,NA,NA,402,201,24
NCT01768559,ipd,2,A10A,A10A,INSULINS AND ANALOGUES,NA,NA,1490,596,30
NCT01768559,ipd,2,A10BJ03,A10BJ03,lixisenatide,NA,20,NA,NA,NA
NCT01769378,ipd,2,A10BJ05,A10BJ05,dulaglutide,NA,1.5,300,240,25
NCT01769378,ipd,2,placebo,placebo,placebo,NA,NA,300,60,4
NCT01792518,ipd,2,A10BH05,A10BH05,linagliptin,NA,5,360,182,7
NCT01792518,ipd,2,placebo,placebo,placebo,NA,NA,360,178,8
NCT01798238,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,142,99,11
NCT01798238,agg,2,placebo,placebo,placebo,NA,NA,142,43,9
NCT01798706,ipd,2,A10BJ03,A10BJ03,lixisenatide,NA,20,350,176,21
NCT01798706,ipd,2,placebo,placebo,placebo,NA,NA,350,174,21
NCT01805830,agg,2,A10BH__06,A10BH06,gemigliptin,NA,20,204,136,18
NCT01805830,agg,2,placebo,placebo,placebo,NA,NA,204,68,12
NCT01809327,ipd,2,A10BA02,A10BA02,metformin,NA,500,712,237,32
NCT01809327,ipd,2,A10BK02,A10BK02,canagliflozin,NA,100,712,237,26
NCT01809327,ipd,2,A10BK02,A10BK02,canagliflozin,NA,300,712,238,22
NCT01814748,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,203,102,8
NCT01814748,agg,2,placebo,placebo,placebo,NA,NA,203,101,7
NCT01841697,agg,2,A10BH,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,NA,642,322,20
NCT01841697,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,642,320,18
NCT01882907,agg,2,A10BG03,A10BG03,pioglitazone,NA,NA,228,111,28
NCT01882907,agg,2,A10BH02,A10BH02,vildagliptin,NA,50,228,117,14
NCT01885208,agg,2,A10BJ01,A10BJ01,exenatide,NA,2,813,407,38
NCT01885208,agg,2,A10BJ06,A10BJ06,semaglutide,NA,1,813,406,32
NCT01890122,ipd,3,A10BA02,A10BA02,metformin,NA,500,488,162,27
NCT01890122,ipd,3,A10BH04,A10BH04,alogliptin,NA,12.5,488,163,37
NCT01890122,ipd,3,placebo,placebo,placebo,NA,NA,488,163,59
NCT01907854,agg,2,A10BH01,A10BH01,sitagliptin,NA,100,407,204,13
NCT01907854,agg,2,A10BJ02,A10BJ02,liraglutide,NA,1.8,407,203,16
