nct_id,modeltype,row,col,value
NCT02681094,cox_int,sglt2,age10,0.68
NCT02681094,cox_int,sex,age10,0.116
NCT02681094,cox_int,sglt2,sglt2:sex,-0.422
NCT02681094,cox_int,sex,sglt2:sex,-0.819
NCT02681094,cox_int,age10,sglt2:sex,-0.103
NCT02681094,cox_int,sglt2,sglt2:age10,-0.933
NCT02681094,cox_int,sex,sglt2:age10,-0.081
NCT02681094,cox_int,age10,sglt2:age10,-0.736
NCT02681094,cox_int,sglt2:sex,sglt2:age10,0.134
NCT00601250,cox_int,dpp4,sex,0.243
NCT00601250,cox_int,dpp4,age10,0.861
NCT00601250,cox_int,sex,age10,0.096
NCT00601250,cox_int,dpp4,dpp4:sex,-0.258
NCT00601250,cox_int,sex,dpp4:sex,-0.859
NCT00601250,cox_int,age10,dpp4:sex,-0.083
NCT00601250,cox_int,dpp4,dpp4:age10,-0.97
NCT00601250,cox_int,sex,dpp4:age10,-0.083
NCT00601250,cox_int,age10,dpp4:age10,-0.864
NCT00601250,cox_int,dpp4:sex,dpp4:age10,0.085
NCT00602472,cox_int,dpp4,sex,0.153
NCT00602472,cox_int,dpp4,age10,0.847
NCT00602472,cox_int,sex,age10,0.014
NCT00602472,cox_int,dpp4,dpp4:sex,-0.184
NCT00602472,cox_int,sex,dpp4:sex,-0.857
NCT00602472,cox_int,age10,dpp4:sex,-0.012
NCT00602472,cox_int,dpp4,dpp4:age10,-0.974
NCT00602472,cox_int,sex,dpp4:age10,-0.013
NCT00602472,cox_int,age10,dpp4:age10,-0.873
NCT00602472,cox_int,dpp4:sex,dpp4:age10,0.021
NCT00621140,cox_int,dpp4,sex,0.161
NCT00621140,cox_int,dpp4,age10,0.678
NCT00621140,cox_int,sex,age10,-0.021
NCT00621140,cox_int,dpp4,dpp4:sex,-0.18
NCT00621140,cox_int,sex,dpp4:sex,-0.744
NCT00621140,cox_int,age10,dpp4:sex,0.019
NCT00621140,cox_int,dpp4,dpp4:age10,-0.955
NCT00621140,cox_int,sex,dpp4:age10,0.016
NCT00621140,cox_int,age10,dpp4:age10,-0.725
NCT00621140,cox_int,dpp4:sex,dpp4:age10,-0.042
NCT00622284,cox_int,dpp4,sex,0.069
NCT00622284,cox_int,dpp4,age10,0.707
NCT00622284,cox_int,sex,age10,-0.073
NCT00622284,cox_int,dpp4,dpp4:sex,-0.181
NCT00622284,cox_int,sex,dpp4:sex,-0.713
NCT00622284,cox_int,age10,dpp4:sex,0.052
NCT00622284,cox_int,dpp4,dpp4:age10,-0.972
NCT00622284,cox_int,sex,dpp4:age10,0.053
NCT00622284,cox_int,age10,dpp4:age10,-0.732
NCT00622284,cox_int,dpp4:sex,dpp4:age10,-0.001
NCT00641043,cox_int,dpp4,sex,0.112
NCT00641043,cox_int,dpp4,age10,0.673
NCT00641043,cox_int,sex,age10,-0.027
NCT00641043,cox_int,dpp4,dpp4:sex,-0.166
NCT00641043,cox_int,sex,dpp4:sex,-0.641
NCT00641043,cox_int,age10,dpp4:sex,0.018
NCT00641043,cox_int,dpp4,dpp4:age10,-0.966
NCT00641043,cox_int,sex,dpp4:age10,0.019
NCT00641043,cox_int,age10,dpp4:age10,-0.664
NCT00641043,cox_int,dpp4:sex,dpp4:age10,-0.037
NCT00654381,cox_int,dpp4,agluc,0.798
NCT00654381,cox_int,dpp4,sex,0.18
NCT00654381,cox_int,agluc,sex,0.161
NCT00654381,cox_int,dpp4,age10,0.933
NCT00654381,cox_int,agluc,age10,0.834
NCT00654381,cox_int,sex,age10,0.101
NCT00654381,cox_int,dpp4,dpp4:sex,-0.219
NCT00654381,cox_int,agluc,dpp4:sex,-0.143
NCT00654381,cox_int,sex,dpp4:sex,-0.891
NCT00654381,cox_int,age10,dpp4:sex,-0.09
NCT00654381,cox_int,dpp4,agluc:sex,-0.149
NCT00654381,cox_int,agluc,agluc:sex,-0.13
NCT00654381,cox_int,sex,agluc:sex,-0.83
NCT00654381,cox_int,age10,agluc:sex,-0.084
NCT00654381,cox_int,dpp4:sex,agluc:sex,0.74
NCT00654381,cox_int,dpp4,dpp4:age10,-0.981
NCT00654381,cox_int,agluc,dpp4:age10,-0.798
NCT00654381,cox_int,sex,dpp4:age10,-0.097
NCT00654381,cox_int,age10,dpp4:age10,-0.956
NCT00654381,cox_int,dpp4:sex,dpp4:age10,0.094
NCT00654381,cox_int,agluc:sex,dpp4:age10,0.08
NCT00654381,cox_int,dpp4,agluc:age10,-0.793
NCT00654381,cox_int,agluc,agluc:age10,-0.985
NCT00654381,cox_int,sex,agluc:age10,-0.086
NCT00654381,cox_int,age10,agluc:age10,-0.85
NCT00654381,cox_int,dpp4:sex,agluc:age10,0.077
NCT00654381,cox_int,agluc:sex,agluc:age10,0.025
NCT00654381,cox_int,dpp4:age10,agluc:age10,0.813
NCT00740051,cox_int,dpp4,sex,0.258
NCT00740051,cox_int,dpp4,age10,0.843
NCT00740051,cox_int,sex,age10,0.148
NCT00740051,cox_int,dpp4,dpp4:sex,-0.296
NCT00740051,cox_int,sex,dpp4:sex,-0.772
NCT00740051,cox_int,age10,dpp4:sex,-0.113
NCT00740051,cox_int,dpp4,dpp4:age10,-0.967
NCT00740051,cox_int,sex,dpp4:age10,-0.124
NCT00740051,cox_int,age10,dpp4:age10,-0.841
NCT00740051,cox_int,dpp4:sex,dpp4:age10,0.102
NCT00798161,cox_int,biguanide,dpp4,0.634
NCT00798161,cox_int,biguanide,sex,0.26
NCT00798161,cox_int,dpp4,sex,0.23
NCT00798161,cox_int,biguanide,age10,0.811
NCT00798161,cox_int,dpp4,age10,0.717
NCT00798161,cox_int,sex,age10,0.118
NCT00798161,cox_int,biguanide,biguanide:sex,-0.291
NCT00798161,cox_int,dpp4,biguanide:sex,-0.18
NCT00798161,cox_int,sex,biguanide:sex,-0.822
NCT00798161,cox_int,age10,biguanide:sex,-0.097
NCT00798161,cox_int,biguanide,dpp4:sex,-0.188
NCT00798161,cox_int,dpp4,dpp4:sex,-0.27
NCT00798161,cox_int,sex,dpp4:sex,-0.737
NCT00798161,cox_int,age10,dpp4:sex,-0.087
NCT00798161,cox_int,biguanide:sex,dpp4:sex,0.61
NCT00798161,cox_int,biguanide,biguanide:age10,-0.964
NCT00798161,cox_int,dpp4,biguanide:age10,-0.61
NCT00798161,cox_int,sex,biguanide:age10,-0.1
NCT00798161,cox_int,age10,biguanide:age10,-0.838
NCT00798161,cox_int,biguanide:sex,biguanide:age10,0.097
NCT00798161,cox_int,dpp4:sex,biguanide:age10,0.07
NCT00798161,cox_int,biguanide,dpp4:age10,-0.623
NCT00798161,cox_int,dpp4,dpp4:age10,-0.965
NCT00798161,cox_int,sex,dpp4:age10,-0.09
NCT00798161,cox_int,age10,dpp4:age10,-0.757
NCT00798161,cox_int,biguanide:sex,dpp4:age10,0.065
NCT00798161,cox_int,dpp4:sex,dpp4:age10,0.082
NCT00798161,cox_int,biguanide:age10,dpp4:age10,0.644
NCT00800683,cox_int,dpp4,sex,0.067
NCT00800683,cox_int,dpp4,age10,0.565
NCT00800683,cox_int,sex,age10,-0.139
NCT00800683,cox_int,dpp4,dpp4:sex,-0.271
NCT00800683,cox_int,sex,dpp4:sex,-0.68
NCT00800683,cox_int,age10,dpp4:sex,0.094
NCT00800683,cox_int,dpp4,dpp4:age10,-0.957
NCT00800683,cox_int,sex,dpp4:age10,0.091
NCT00800683,cox_int,age10,dpp4:age10,-0.656
NCT00800683,cox_int,dpp4:sex,dpp4:age10,0.044
NCT00819091,cox_int,dpp4,sex,0.127
NCT00819091,cox_int,dpp4,age10,0.695
NCT00819091,cox_int,sex,age10,-0.027
NCT00819091,cox_int,dpp4,dpp4:sex,-0.15
NCT00819091,cox_int,sex,dpp4:sex,-0.77
NCT00819091,cox_int,age10,dpp4:sex,0.021
NCT00819091,cox_int,dpp4,dpp4:age10,-0.969
NCT00819091,cox_int,sex,dpp4:age10,0.02
NCT00819091,cox_int,age10,dpp4:age10,-0.737
NCT00819091,cox_int,dpp4:sex,dpp4:age10,-0.031
NCT00915772,cox_int,dpp4,sex,0.193
NCT00915772,cox_int,dpp4,age10,0.715
NCT00915772,cox_int,sex,age10,0.087
NCT00915772,cox_int,dpp4,dpp4:sex,-0.242
NCT00915772,cox_int,sex,dpp4:sex,-0.75
NCT00915772,cox_int,age10,dpp4:sex,-0.065
NCT00915772,cox_int,dpp4,dpp4:age10,-0.968
NCT00915772,cox_int,sex,dpp4:age10,-0.064
NCT00915772,cox_int,age10,dpp4:age10,-0.737
NCT00915772,cox_int,dpp4:sex,dpp4:age10,0.068
NCT00954447,cox_int,dpp4,sex,0.183
NCT00954447,cox_int,dpp4,age10,0.684
NCT00954447,cox_int,sex,age10,0.095
NCT00954447,cox_int,dpp4,dpp4:sex,-0.207
NCT00954447,cox_int,sex,dpp4:sex,-0.661
NCT00954447,cox_int,age10,dpp4:sex,-0.062
NCT00954447,cox_int,dpp4,dpp4:age10,-0.97
NCT00954447,cox_int,sex,dpp4:age10,-0.064
NCT00954447,cox_int,age10,dpp4:age10,-0.678
NCT00954447,cox_int,dpp4:sex,dpp4:age10,0.025
NCT00996658,cox_int,dpp4,sex,0.17
NCT00996658,cox_int,dpp4,age10,0.745
NCT00996658,cox_int,sex,age10,-0.14
NCT00996658,cox_int,dpp4,dpp4:sex,-0.204
NCT00996658,cox_int,sex,dpp4:sex,-0.853
NCT00996658,cox_int,age10,dpp4:sex,0.12
NCT00996658,cox_int,dpp4,dpp4:age10,-0.944
NCT00996658,cox_int,sex,dpp4:age10,0.111
NCT00996658,cox_int,age10,dpp4:age10,-0.794
NCT00996658,cox_int,dpp4:sex,dpp4:age10,-0.083
NCT01084005,cox_int,dpp4,sex,0.013
NCT01084005,cox_int,dpp4,age10,0.83
NCT01084005,cox_int,sex,age10,-0.092
NCT01084005,cox_int,dpp4,dpp4:sex,-0.039
NCT01084005,cox_int,sex,dpp4:sex,-0.901
NCT01084005,cox_int,age10,dpp4:sex,0.084
NCT01084005,cox_int,dpp4,dpp4:age10,-0.994
NCT01084005,cox_int,sex,dpp4:age10,0.077
NCT01084005,cox_int,age10,dpp4:age10,-0.834
NCT01084005,cox_int,dpp4:sex,dpp4:age10,-0.058
NCT01087502,cox_int,dpp4,sex,0.206
NCT01087502,cox_int,dpp4,age10,0.652
NCT01087502,cox_int,sex,age10,0.125
NCT01087502,cox_int,dpp4,dpp4:sex,-0.208
NCT01087502,cox_int,sex,dpp4:sex,-0.62
NCT01087502,cox_int,age10,dpp4:sex,-0.077
NCT01087502,cox_int,dpp4,dpp4:age10,-0.971
NCT01087502,cox_int,sex,dpp4:age10,-0.081
NCT01087502,cox_int,age10,dpp4:age10,-0.651
NCT01087502,cox_int,dpp4:sex,dpp4:age10,0.023
NCT01159600,cox_int,sglt2,sex,0.122
NCT01159600,cox_int,sglt2,age10,0.761
NCT01159600,cox_int,sex,age10,-0.002
NCT01159600,cox_int,sglt2,sglt2:sex,-0.154
NCT01159600,cox_int,sex,sglt2:sex,-0.752
NCT01159600,cox_int,age10,sglt2:sex,0.002
NCT01159600,cox_int,sglt2,sglt2:age10,-0.974
NCT01159600,cox_int,sex,sglt2:age10,0.002
NCT01159600,cox_int,age10,sglt2:age10,-0.767
NCT01159600,cox_int,sglt2:sex,sglt2:age10,-0.004
NCT01164501,cox_int,sglt2,sex,0.11
NCT01164501,cox_int,sglt2,age10,0.714
NCT01164501,cox_int,sex,age10,-0.036
NCT01164501,cox_int,sglt2,sglt2:sex,-0.159
NCT01164501,cox_int,sex,sglt2:sex,-0.739
NCT01164501,cox_int,age10,sglt2:sex,0.026
NCT01164501,cox_int,sglt2,sglt2:age10,-0.974
NCT01164501,cox_int,sex,sglt2:age10,0.026
NCT01164501,cox_int,age10,sglt2:age10,-0.744
NCT01164501,cox_int,sglt2:sex,sglt2:age10,-0.025
NCT01167881,cox_int,sglt2,sex,0.066
NCT01167881,cox_int,sglt2,age10,0.614
NCT01167881,cox_int,sex,age10,-0.099
NCT01167881,cox_int,sglt2,sglt2:sex,-0.149
NCT01167881,cox_int,sex,sglt2:sex,-0.666
NCT01167881,cox_int,age10,sglt2:sex,0.066
NCT01167881,cox_int,sglt2,sglt2:age10,-0.962
NCT01167881,cox_int,sex,sglt2:age10,0.066
NCT01167881,cox_int,age10,sglt2:age10,-0.655
NCT01167881,cox_int,sglt2:sex,sglt2:age10,-0.059
NCT01177813,cox_int,sglt2,dpp4,0.334
NCT01177813,cox_int,sglt2,sex,0.17
NCT01177813,cox_int,dpp4,sex,0.122
NCT01177813,cox_int,sglt2,age10,0.652
NCT01177813,cox_int,dpp4,age10,0.466
NCT01177813,cox_int,sex,age10,0.03
NCT01177813,cox_int,sglt2,sglt2:sex,-0.299
NCT01177813,cox_int,dpp4,sglt2:sex,-0.082
NCT01177813,cox_int,sex,sglt2:sex,-0.673
NCT01177813,cox_int,age10,sglt2:sex,-0.02
NCT01177813,cox_int,sglt2,dpp4:sex,-0.088
NCT01177813,cox_int,dpp4,dpp4:sex,-0.28
NCT01177813,cox_int,sex,dpp4:sex,-0.513
NCT01177813,cox_int,age10,dpp4:sex,-0.016
NCT01177813,cox_int,sglt2:sex,dpp4:sex,0.345
NCT01177813,cox_int,sglt2,sglt2:age10,-0.946
NCT01177813,cox_int,dpp4,sglt2:age10,-0.333
NCT01177813,cox_int,sex,sglt2:age10,-0.021
NCT01177813,cox_int,age10,sglt2:age10,-0.713
NCT01177813,cox_int,sglt2:sex,sglt2:age10,0.048
NCT01177813,cox_int,dpp4:sex,sglt2:age10,0.011
NCT01177813,cox_int,sglt2,dpp4:age10,-0.334
NCT01177813,cox_int,dpp4,dpp4:age10,-0.95
NCT01177813,cox_int,sex,dpp4:age10,-0.015
NCT01177813,cox_int,age10,dpp4:age10,-0.512
NCT01177813,cox_int,sglt2:sex,dpp4:age10,0.01
NCT01177813,cox_int,dpp4:sex,dpp4:age10,0.027
NCT01177813,cox_int,sglt2:age10,dpp4:age10,0.365
NCT01194830,cox_int,dpp4,sex,0.107
NCT01194830,cox_int,dpp4,age10,0.632
NCT01194830,cox_int,sex,age10,-0.001
NCT01194830,cox_int,dpp4,dpp4:sex,-0.181
NCT01194830,cox_int,sex,dpp4:sex,-0.631
NCT01194830,cox_int,age10,dpp4:sex,0
NCT01194830,cox_int,dpp4,dpp4:age10,-0.959
NCT01194830,cox_int,sex,dpp4:age10,0
NCT01194830,cox_int,age10,dpp4:age10,-0.649
NCT01194830,cox_int,dpp4:sex,dpp4:age10,-0.034
NCT01210001,cox_int,sglt2,sex,0.066
NCT01210001,cox_int,sglt2,age10,0.697
NCT01210001,cox_int,sex,age10,-0.083
NCT01210001,cox_int,sglt2,sglt2:sex,-0.154
NCT01210001,cox_int,sex,sglt2:sex,-0.752
NCT01210001,cox_int,age10,sglt2:sex,0.062
NCT01210001,cox_int,sglt2,sglt2:age10,-0.967
NCT01210001,cox_int,sex,sglt2:age10,0.06
NCT01210001,cox_int,age10,sglt2:age10,-0.729
NCT01210001,cox_int,sglt2:sex,sglt2:age10,-0.033
NCT01214239,cox_int,dpp4,sex,0.181
NCT01214239,cox_int,dpp4,age10,0.733
NCT01214239,cox_int,sex,age10,0.099
NCT01214239,cox_int,dpp4,dpp4:sex,-0.296
NCT01214239,cox_int,sex,dpp4:sex,-0.758
NCT01214239,cox_int,age10,dpp4:sex,-0.076
NCT01214239,cox_int,dpp4,dpp4:age10,-0.967
NCT01214239,cox_int,sex,dpp4:age10,-0.079
NCT01214239,cox_int,age10,dpp4:age10,-0.795
NCT01214239,cox_int,dpp4:sex,dpp4:age10,0.121
NCT01215097,cox_int,dpp4,sex,0.161
NCT01215097,cox_int,dpp4,age10,0.583
NCT01215097,cox_int,sex,age10,0.077
NCT01215097,cox_int,dpp4,dpp4:sex,-0.243
NCT01215097,cox_int,sex,dpp4:sex,-0.679
NCT01215097,cox_int,age10,dpp4:sex,-0.052
NCT01215097,cox_int,dpp4,dpp4:age10,-0.97
NCT01215097,cox_int,sex,dpp4:age10,-0.046
NCT01215097,cox_int,age10,dpp4:age10,-0.603
NCT01215097,cox_int,dpp4:sex,dpp4:age10,0.073
NCT01306214,cox_int,sglt2,sex,0.049
NCT01306214,cox_int,sglt2,age10,0.733
NCT01306214,cox_int,sex,age10,-0.085
NCT01306214,cox_int,sglt2,sglt2:sex,-0.104
NCT01306214,cox_int,sex,sglt2:sex,-0.824
NCT01306214,cox_int,age10,sglt2:sex,0.07
NCT01306214,cox_int,sglt2,sglt2:age10,-0.973
NCT01306214,cox_int,sex,sglt2:age10,0.049
NCT01306214,cox_int,age10,sglt2:age10,-0.774
NCT01306214,cox_int,sglt2:sex,sglt2:age10,-0.044
NCT01370005,cox_int,sglt2,sex,0.089
NCT01370005,cox_int,sglt2,age10,0.745
NCT01370005,cox_int,sex,age10,-0.037
NCT01370005,cox_int,sglt2,sglt2:sex,-0.125
NCT01370005,cox_int,sex,sglt2:sex,-0.782
NCT01370005,cox_int,age10,sglt2:sex,0.033
NCT01370005,cox_int,sglt2,sglt2:age10,-0.973
NCT01370005,cox_int,sex,sglt2:age10,0.022
NCT01370005,cox_int,age10,sglt2:age10,-0.77
NCT01370005,cox_int,sglt2:sex,sglt2:age10,-0.037
NCT01422876,cox_int,sglt2,sex,0.105
NCT01422876,cox_int,sglt2,age10,0.74
NCT01422876,cox_int,sex,age10,-0.097
NCT01422876,cox_int,sglt2,sglt2:sex,-0.181
NCT01422876,cox_int,sex,sglt2:sex,-0.827
NCT01422876,cox_int,age10,sglt2:sex,0.08
NCT01422876,cox_int,sglt2,sglt2:age10,-0.955
NCT01422876,cox_int,sex,sglt2:age10,0.078
NCT01422876,cox_int,age10,sglt2:age10,-0.804
NCT01422876,cox_int,sglt2:sex,sglt2:age10,-0.042
NCT01438814,cox_int,dpp4,sex,0.114
NCT01438814,cox_int,dpp4,age10,0.639
NCT01438814,cox_int,sex,age10,-0.03
NCT01438814,cox_int,dpp4,dpp4:sex,-0.213
NCT01438814,cox_int,sex,dpp4:sex,-0.704
NCT01438814,cox_int,age10,dpp4:sex,0.025
NCT01438814,cox_int,dpp4,dpp4:age10,-0.951
NCT01438814,cox_int,sex,dpp4:age10,0.022
NCT01438814,cox_int,age10,dpp4:age10,-0.704
NCT01438814,cox_int,dpp4:sex,dpp4:age10,-0.015
NCT01708902,cox_int,dpp4,sex,0.163
NCT01708902,cox_int,dpp4,age10,0.655
NCT01708902,cox_int,sex,age10,0.024
NCT01708902,cox_int,dpp4,dpp4:sex,-0.249
NCT01708902,cox_int,sex,dpp4:sex,-0.641
NCT01708902,cox_int,age10,dpp4:sex,-0.017
NCT01708902,cox_int,dpp4,dpp4:age10,-0.96
NCT01708902,cox_int,sex,dpp4:age10,-0.015
NCT01708902,cox_int,age10,dpp4:age10,-0.655
NCT01708902,cox_int,dpp4:sex,dpp4:age10,0.051
NCT01719003,cox_int,sglt2,sex,0.047
NCT01719003,cox_int,sglt2,age10,0.606
NCT01719003,cox_int,sex,age10,-0.128
NCT01719003,cox_int,sglt2,sglt2:sex,-0.084
NCT01719003,cox_int,sex,sglt2:sex,-0.634
NCT01719003,cox_int,age10,sglt2:sex,0.081
NCT01719003,cox_int,sglt2,sglt2:age10,-0.962
NCT01719003,cox_int,sex,sglt2:age10,0.082
NCT01719003,cox_int,age10,sglt2:age10,-0.635
NCT01719003,cox_int,sglt2:sex,sglt2:age10,-0.107
NCT01734785,cox_int,sglt2,sex,0.039
NCT01734785,cox_int,sglt2,age10,0.877
NCT01734785,cox_int,sex,age10,-0.082
NCT01734785,cox_int,sglt2,sglt2:sex,-0.045
NCT01734785,cox_int,sex,sglt2:sex,-0.812
NCT01734785,cox_int,age10,sglt2:sex,0.066
NCT01734785,cox_int,sglt2,sglt2:age10,-0.979
NCT01734785,cox_int,sex,sglt2:age10,0.072
NCT01734785,cox_int,age10,sglt2:age10,-0.877
NCT01734785,cox_int,sglt2:sex,sglt2:age10,-0.073
NCT01792518,cox_int,dpp4,sex,0.086
NCT01792518,cox_int,dpp4,age10,0.672
NCT01792518,cox_int,sex,age10,-0.156
NCT01792518,cox_int,dpp4,dpp4:sex,-0.174
NCT01792518,cox_int,sex,dpp4:sex,-0.705
NCT01792518,cox_int,age10,dpp4:sex,0.11
NCT01792518,cox_int,dpp4,dpp4:age10,-0.949
NCT01792518,cox_int,sex,dpp4:age10,0.114
NCT01792518,cox_int,age10,dpp4:age10,-0.733
NCT01792518,cox_int,dpp4:sex,dpp4:age10,-0.097
NCT02182830,cox_int,sglt2,sex,-0.036
NCT02182830,cox_int,sglt2,age10,0.669
NCT02182830,cox_int,sex,age10,-0.187
NCT02182830,cox_int,sglt2,sglt2:sex,-0.046
NCT02182830,cox_int,sex,sglt2:sex,-0.663
NCT02182830,cox_int,age10,sglt2:sex,0.119
NCT02182830,cox_int,sglt2,sglt2:age10,-0.966
NCT02182830,cox_int,sex,sglt2:age10,0.127
NCT02182830,cox_int,age10,sglt2:age10,-0.683
NCT02182830,cox_int,sglt2:sex,sglt2:age10,-0.15
NCT02453555,cox_int,sglt2,sex,0.309
NCT02453555,cox_int,sglt2,age10,0.735
NCT02453555,cox_int,sex,age10,0.271
NCT02453555,cox_int,sglt2,sglt2:sex,-0.383
NCT02453555,cox_int,sex,sglt2:sex,-0.66
NCT02453555,cox_int,age10,sglt2:sex,-0.179
NCT02453555,cox_int,sglt2,sglt2:age10,-0.964
NCT02453555,cox_int,sex,sglt2:age10,-0.201
NCT02453555,cox_int,age10,sglt2:age10,-0.74
NCT02453555,cox_int,sglt2:sex,sglt2:age10,0.171
NCT01064687,cox_int,glp1,sex,0.179
NCT01064687,cox_int,glp1,age10,0.901
NCT01064687,cox_int,sex,age10,-0.013
NCT01064687,cox_int,glp1,glp1:sex,-0.188
NCT01064687,cox_int,sex,glp1:sex,-0.918
NCT01064687,cox_int,age10,glp1:sex,0.01
NCT01064687,cox_int,glp1,glp1:age10,-0.966
NCT01064687,cox_int,sex,glp1:age10,0.01
NCT01064687,cox_int,age10,glp1:age10,-0.924
NCT01064687,cox_int,glp1:sex,glp1:age10,-0.016
NCT01075282,cox_int,glp1,sex,0.073
NCT01075282,cox_int,glp1,age10,0.821
NCT01075282,cox_int,sex,age10,-0.06
NCT01075282,cox_int,glp1,glp1:sex,-0.088
NCT01075282,cox_int,sex,glp1:sex,-0.845
NCT01075282,cox_int,age10,glp1:sex,0.05
NCT01075282,cox_int,glp1,glp1:age10,-0.975
NCT01075282,cox_int,sex,glp1:age10,0.051
NCT01075282,cox_int,age10,glp1:age10,-0.847
NCT01075282,cox_int,glp1:sex,glp1:age10,-0.058
NCT01126580,cox_int,glp1,sex,0.114
NCT01126580,cox_int,glp1,age10,0.792
NCT01126580,cox_int,sex,age10,-0.032
NCT01126580,cox_int,glp1,glp1:sex,-0.129
NCT01126580,cox_int,sex,glp1:sex,-0.802
NCT01126580,cox_int,age10,glp1:sex,0.025
NCT01126580,cox_int,glp1,glp1:age10,-0.969
NCT01126580,cox_int,sex,glp1:age10,0.019
NCT01126580,cox_int,age10,glp1:age10,-0.808
NCT01126580,cox_int,glp1:sex,glp1:age10,-0.037
NCT01191268,cox_int,glp1,sex,0.134
NCT01191268,cox_int,glp1,age10,0.796
NCT01191268,cox_int,sex,age10,-0.019
NCT01191268,cox_int,glp1,glp1:sex,-0.139
NCT01191268,cox_int,sex,glp1:sex,-0.83
NCT01191268,cox_int,age10,glp1:sex,0.017
NCT01191268,cox_int,glp1,glp1:age10,-0.971
NCT01191268,cox_int,sex,glp1:age10,0.021
NCT01191268,cox_int,age10,glp1:age10,-0.824
NCT01191268,cox_int,glp1:sex,glp1:age10,-0.042
NCT01558271,cox_int,glp1,sex,0.204
NCT01558271,cox_int,glp1,age10,0.891
NCT01558271,cox_int,sex,age10,0.081
NCT01558271,cox_int,glp1,glp1:sex,-0.238
NCT01558271,cox_int,sex,glp1:sex,-0.82
NCT01558271,cox_int,age10,glp1:sex,-0.066
NCT01558271,cox_int,glp1,glp1:age10,-0.972
NCT01558271,cox_int,sex,glp1:age10,-0.073
NCT01558271,cox_int,age10,glp1:age10,-0.906
NCT01558271,cox_int,glp1:sex,glp1:age10,0.052
NCT01621178,cox_int,glp1,sex,0.01
NCT01621178,cox_int,glp1,age10,0.803
NCT01621178,cox_int,sex,age10,-0.11
NCT01621178,cox_int,glp1,glp1:sex,-0.08
NCT01621178,cox_int,sex,glp1:sex,-0.816
NCT01621178,cox_int,age10,glp1:sex,0.09
NCT01621178,cox_int,glp1,glp1:age10,-0.981
NCT01621178,cox_int,sex,glp1:age10,0.092
NCT01621178,cox_int,age10,glp1:age10,-0.826
NCT01621178,cox_int,glp1:sex,glp1:age10,-0.061
NCT01648582,cox_int,glp1,sex,0.144
NCT01648582,cox_int,glp1,age10,0.785
NCT01648582,cox_int,sex,age10,-0.009
NCT01648582,cox_int,glp1,glp1:sex,-0.187
NCT01648582,cox_int,sex,glp1:sex,-0.825
NCT01648582,cox_int,age10,glp1:sex,0.008
NCT01648582,cox_int,glp1,glp1:age10,-0.971
NCT01648582,cox_int,sex,glp1:age10,0.003
NCT01648582,cox_int,age10,glp1:age10,-0.828
NCT01648582,cox_int,glp1:sex,glp1:age10,0.01
NCT01769378,cox_int,glp1,sex,-0
NCT01769378,cox_int,glp1,age10,0.983
NCT01769378,cox_int,sex,age10,-0
NCT01769378,cox_int,glp1,glp1:sex,0
NCT01769378,cox_int,sex,glp1:sex,-1
NCT01769378,cox_int,age10,glp1:sex,0
NCT01769378,cox_int,glp1,glp1:age10,-0.994
NCT01769378,cox_int,sex,glp1:age10,0
NCT01769378,cox_int,age10,glp1:age10,-0.986
NCT01769378,cox_int,glp1:sex,glp1:age10,-0
NCT02152371,cox_int,glp1,sex,0.138
NCT02152371,cox_int,glp1,age10,0.472
NCT02152371,cox_int,sex,age10,0.062
NCT02152371,cox_int,glp1,glp1:sex,-0.346
NCT02152371,cox_int,sex,glp1:sex,-0.708
NCT02152371,cox_int,age10,glp1:sex,-0.043
NCT02152371,cox_int,glp1,glp1:age10,-0.97
NCT02152371,cox_int,sex,glp1:age10,0.019
NCT02152371,cox_int,age10,glp1:age10,-0.532
NCT02152371,cox_int,glp1:sex,glp1:age10,0.153
NCT02597049,cox_int,glp1,sex,0
NCT02597049,cox_int,glp1,age10,0.931
NCT02597049,cox_int,sex,age10,0
NCT02597049,cox_int,glp1,glp1:sex,-0
NCT02597049,cox_int,sex,glp1:sex,-1
NCT02597049,cox_int,age10,glp1:sex,-0
NCT02597049,cox_int,glp1,glp1:age10,-0.987
NCT02597049,cox_int,sex,glp1:age10,-0
NCT02597049,cox_int,age10,glp1:age10,-0.927
NCT02597049,cox_int,glp1:sex,glp1:age10,0
NCT02750410,cox_int,glp1,sex,0.184
NCT02750410,cox_int,glp1,age10,0.648
NCT02750410,cox_int,sex,age10,0.063
NCT02750410,cox_int,glp1,glp1:sex,-0.335
NCT02750410,cox_int,sex,glp1:sex,-0.568
NCT02750410,cox_int,age10,glp1:sex,-0.035
NCT02750410,cox_int,glp1,glp1:age10,-0.931
NCT02750410,cox_int,sex,glp1:age10,-0.044
NCT02750410,cox_int,age10,glp1:age10,-0.708
NCT02750410,cox_int,glp1:sex,glp1:age10,0.01
NCT00838903,cox_int,glp1,dpp4,0.713
NCT00838903,cox_int,glp1,sulf,0.709
NCT00838903,cox_int,dpp4,sulf,0.73
NCT00838903,cox_int,glp1,sex,0.05
NCT00838903,cox_int,dpp4,sex,0.051
NCT00838903,cox_int,sulf,sex,0.051
NCT00838903,cox_int,glp1,age10,0.806
NCT00838903,cox_int,dpp4,age10,0.83
NCT00838903,cox_int,sulf,age10,0.825
NCT00838903,cox_int,sex,age10,-0.12
NCT00838903,cox_int,glp1,glp1:sex,-0.11
